customer_id,customer_name,customer_type,industry_code,credit_limit,payment_terms,customer_since,status,billing_address,shipping_address,contact_email,contact_phone,account_manager,created_at,updated_at,_loaded_at
78,Johnson-Nelson,Individual,AUTO,260533.3843205042,Net 15,2025-03-17,ACTIVE,"4 Kyle Gate
Scottburgh, TAS, 2681","288 Michael Square
North William, TAS, 2621",ysmith@example.org,+61-7-0889-9755,Deanna Armstrong,2023-08-21 19:14:10.799555,2025-08-28 21:54:58.124675,2025-09-20 11:20:54.643271
79,Smith-Kane,Enterprise,RETAIL,303207.7402269247,Net 15,2025-06-26,ACTIVE,"610/777 Dawn Broadway
Ewingstad, ACT, 2686","Apt. 126 6 Matthew Bend
Katherinefort, QLD, 2624",rachael37@example.com,0453 799 788,Jonathon Harris,2023-11-03 11:47:57.066861,2024-12-23 06:08:05.100447,2025-09-20 16:40:00.642638
80,Figueroa Inc,SME,AUTO,118070.54557257103,Prepaid,2023-12-03,ACTIVE,"259 Brittany Quay
Leemouth, ACT, 2664","4 Brian Terrace
Lake Brandon, NT, 2920",andrea25@example.org,6680.9651,Amanda Boyd,2023-11-16 20:45:18.914661,2025-05-20 03:52:41.458422,2025-09-20 14:47:31.614455
81,Barnes-Peterson,Enterprise,HEALTH,385387.35118522437,COD,2024-04-23,ACTIVE,"Level 4 48 Kimberly Point
Johnsonside, VIC, 2623","Suite 383 4 Williams Strip
St. Dawn, TAS, 2739",imiller@example.org,98887447,Dr. James Guzman,2024-07-20 22:29:36.685814,2025-06-24 10:11:30.951029,2025-09-19 19:23:04.150871
82,"Carlson, Ware and Moore",SME,RETAIL,38963.734401087946,Net 15,2024-11-18,ACTIVE,"765 Kimberly Rosebowl
St. Crystalside, TAS, 2473","8 Mclaughlin Anchorage
South Tricia, VIC, 0941",morrisjohn@example.org,03.1778.5457,James Pierce,2024-09-27 21:22:41.018249,2024-12-04 14:51:30.679342,2025-09-19 21:20:01.707653
83,Nelson Ltd,Enterprise,HEALTH,393508.22496927925,Prepaid,2022-11-13,ACTIVE,"Flat 45 34 Cassidy Broadway
Williamstad, TAS, 4115","Unit 29 0 Burnett Grove
New Sharonhaven, WA, 2559",gonzalezmisty@example.com,(08)-7060-8558,Bradley Morris,2023-08-01 10:26:23.571153,2025-05-19 15:48:11.551352,2025-09-20 07:07:57.199159
84,Nelson-Fischer,SME,F&B,19976.454217811464,COD,2024-07-16,ACTIVE,"Level 9 53 Sandra Block
Nicholsontown, ACT, 2920","Flat 82 772 Brian Boulevard
Kingview, WA, 5391",zjohnston@example.com,0434 856 432,Mr. Matthew Mccullough DDS,2022-10-15 19:48:28.368069,2025-06-20 15:56:20.086671,2025-09-20 04:37:23.063633
85,Gregory-Watkins,SME,F&B,348748.9473907358,Net 15,2024-01-04,ACTIVE,"4 Orozco Close
Tracibury, NT, 2651","Flat 74 0 James Fire Track
Prestonhaven, SA, 8657",sean41@example.org,+61.7.4115.6527,Traci Wise,2024-05-01 07:19:16.743786,2025-05-27 01:14:15.986521,2025-09-20 03:15:50.395955
86,Foster PLC,Individual,F&B,153130.36096125425,Net 30,2023-08-24,ACTIVE,"6 Mack Walk
South Willieside, VIC, 2807","Level 4 6 Bennett Alley
Taylorfurt, VIC, 2247",chadgarcia@example.org,+61.2.1562.6699,Amanda Morales,2024-10-29 01:59:15.518899,2025-03-28 07:57:41.885941,2025-09-20 15:08:23.861399
87,Saunders LLC,Individual,RETAIL,314223.99130878097,COD,2023-05-02,ACTIVE,"52 Davis Laneway
Heatherborough, QLD, 2695","081 James Quay
West Michael, NT, 4940",ngordon@example.com,0418-052-792,Carl Strong,2025-03-25 11:17:39.081835,2025-08-24 16:06:01.446072,2025-09-19 22:57:08.603085
88,Burgess-Thompson,Individual,TECH,282164.68076405587,Net 15,2023-01-29,ACTIVE,"039 Evans Approach
Port Tonyhaven, WA, 2192","3 Wilson Anchorage
Port Cathy, TAS, 2917",eric66@example.org,0854 6316,Jenny Frederick,2023-09-02 09:05:44.071904,2024-11-24 10:40:23.473008,2025-09-20 02:06:19.942552
89,"Hansen, Barnett and Gomez",Enterprise,HEALTH,234900.16887751856,COD,2024-10-30,ACTIVE,"9 Amber Triangle
Michelleland, NSW, 2662","6 Castro Ridgeway
South Elizabethville, VIC, 2666",richardsonnicole@example.org,(08) 0664 9323,Todd Peterson,2025-04-13 01:51:16.678836,2024-10-31 08:54:44.766080,2025-09-19 22:02:41.936245
90,Smith-Morse,SME,RETAIL,230948.22181148027,Prepaid,2024-12-11,ACTIVE,"Flat 15 4 Hoffman Heights
Port John, NSW, 2619","52 Flowers Ride
South Matthewfort, VIC, 2829",sheadawn@example.net,+61758388333,Melinda Pugh,2025-08-18 23:37:56.942372,2024-12-29 17:13:44.908948,2025-09-19 23:39:55.154378
91,"Sullivan, Bowman and Roberts",SME,HEALTH,68024.34964846272,Prepaid,2024-06-12,ACTIVE,"72 Andrew Elbow
Gregoryfort, WA, 2854","395 Carol Copse
Williamsside, TAS, 2662",heather13@example.org,+61-414-932-548,Jennifer Boone,2024-08-25 11:32:04.435901,2024-11-18 00:38:55.215325,2025-09-20 01:05:58.031743
92,Solis PLC,Individual,MFG,8257.340464912371,Net 15,2025-08-13,ACTIVE,"Apt. 823 714 Reese Route
Jessicashire, SA, 0276","01 Jonathan Ronde
Houstonport, WA, 2954",lori53@example.net,(03).8206.6653,Juan Barnes,2025-09-08 15:18:21.659357,2025-02-19 04:11:44.782922,2025-09-20 04:42:58.002028
93,Davis-Richard,Individual,TECH,221951.95417457348,Net 15,2024-10-14,ACTIVE,"23 Warner River
Livingstonstad, QLD, 1261","7 Johnson Vista
Port Stephenland, SA, 2976",freynolds@example.org,(08) 9710 9002,Daniel Roberson,2022-10-09 15:33:00.568322,2025-05-16 11:26:02.494297,2025-09-20 01:51:45.385760
94,"Miller, Harrell and Reese",SME,F&B,241347.85210734743,COD,2024-06-26,ACTIVE,"578 Smith Line
Williamston, VIC, 2690","3/6 Kimberly Avenue
New Andrew, WA, 2676",ttorres@example.org,0410-003-266,Thomas Grimes,2023-09-19 19:54:15.597389,2025-01-22 05:07:28.585361,2025-09-19 22:31:37.723032
95,Dixon Inc,SME,HEALTH,189980.19723864403,COD,2025-01-20,ACTIVE,"Unit 60 02 Deborah Motorway
Maryside, NSW, 1390","0 Patrick Tor
Burchmouth, VIC, 0843",christopher45@example.org,+61-2-7808-8644,Michael Jackson,2025-08-20 21:53:36.364804,2025-07-21 04:34:35.115070,2025-09-19 22:27:55.542120
96,Bell-Mullen,Individual,AUTO,115317.79847682398,Net 15,2023-04-20,ACTIVE,"302 Taylor Rosebowl
Matthewborough, WA, 2979","Suite 188 71 Benton River
Port Lukemouth, NT, 2686",zacharyfowler@example.org,+61 491 627 765,Jeffrey Howard,2023-07-01 12:42:33.643802,2025-03-14 00:55:34.658503,2025-09-20 16:48:13.664618
97,Thomas and Sons,SME,AUTO,368688.3572657644,COD,2023-02-28,ACTIVE,"Unit 19 2 Williams Row
Williamsmouth, TAS, 2920","Flat 10 85 Barajas Track
Coleville, NT, 2985",nicolemcdaniel@example.com,2942 5012,Logan Frye,2024-06-15 09:23:28.944429,2024-11-14 15:32:29.255281,2025-09-20 04:17:37.682406
98,"Jones, Bean and Burton",Enterprise,RETAIL,40298.9822488733,Net 30,2023-03-06,ACTIVE,"Level 4 9 Bradley Front
Heathermouth, QLD, 3118","1 Mary Road
West Melissaside, TAS, 2644",jessica97@example.net,02 5353 7592,Elizabeth Baker,2024-08-07 01:52:34.952585,2025-05-30 05:11:10.215053,2025-09-20 18:34:22.656855
99,"Cole, Glass and Cunningham",Individual,MFG,257302.36378378555,Prepaid,2024-05-29,ACTIVE,"8 Bailey Highway
New Olivia, SA, 2956","Apt. 841 5 Liu Dale
Reeveston, SA, 2677",jennifercarlson@example.com,+61297661624,Kimberly Bailey,2025-04-26 10:00:47.865664,2025-08-08 17:33:26.532524,2025-09-20 08:35:29.885636
100,"Stewart, Gonzales and Harrison",Enterprise,AUTO,165565.30448556025,Net 15,2024-08-04,ACTIVE,"952 Trevor Point
Lake Hollyfurt, ACT, 2696","855 Maddox Approach
Underwoodchester, SA, 2781",teresa75@example.net,03 3801 0701,Jennifer Harris,2024-06-09 03:01:18.893712,2025-02-16 19:17:11.480602,2025-09-20 17:48:25.055176
101,"Brown, Romero and Collins",SME,MFG,224741.71400530235,COD,2025-02-08,ACTIVE,"Suite 486 704 Shields Cove
Wintersfurt, ACT, 2623","Apt. 004 756 Edward Way
North Jessicaport, ACT, 2619",yolandawalker@example.org,+61.8.4460.8348,Patrick David,2023-01-04 02:14:33.208373,2025-08-02 11:36:29.635041,2025-09-20 12:58:00.970123
102,Jones-Lin,Individual,F&B,76817.14206637243,COD,2022-11-21,ACTIVE,"85 Chad Dell
East Scottland, VIC, 2920","6 Gregory Ridgeway
Karaport, NT, 2903",caldwelltyler@example.net,+61 7 9175 0783,Tabitha Decker,2024-05-21 02:42:05.211716,2024-10-10 15:21:08.753095,2025-09-20 03:12:08.262827
103,"Cruz, Carpenter and Best",Enterprise,RETAIL,241694.02864595104,Net 15,2024-07-25,ACTIVE,"05/7 Nathaniel Crossway
Kevinborough, QLD, 6547","9/9 Paula Landing
St. Hannahchester, VIC, 0954",bphillips@example.com,23315349,Amy Thomas,2023-01-30 13:43:42.423731,2024-11-10 08:54:06.348782,2025-09-19 20:45:36.582814
104,"Pearson, Morris and Alvarez",SME,AUTO,128388.69885938652,Prepaid,2022-11-03,ACTIVE,"6 Dennis Junction
East Erin, TAS, 2909","8/3 Browning Brae
Jacobshire, NT, 2969",thomassarah@example.net,+61821741037,Brian Brooks,2023-11-27 01:38:22.938231,2025-01-02 04:49:04.060777,2025-09-19 23:47:03.731396
105,Shepherd LLC,SME,HEALTH,25286.27241520749,Net 15,2022-11-26,ACTIVE,"1/1 Graham Vale
Melaniefurt, QLD, 2605","7/853 Smith Service Way
St. Keithbury, ACT, 2702",morrisblake@example.com,(02)41648668,William Gonzalez,2023-03-22 03:37:10.932879,2024-10-20 15:31:57.789875,2025-09-20 00:17:54.486815
106,"Thompson, Wright and Kim",Individual,HEALTH,243141.50789317,COD,2022-12-21,ACTIVE,"3 Nicole Track
Bakerside, WA, 2998","Apt. 041 166 Marshall Court
Franktown, WA, 2619",tina83@example.org,+61.498.239.732,Katrina Hill,2023-07-19 21:41:36.227409,2024-09-28 21:06:46.637873,2025-09-20 01:56:08.336595
107,Cox LLC,Individual,HEALTH,301197.01786767103,Net 15,2024-04-14,ACTIVE,"0/377 Amber Expressway
East Anneburgh, ACT, 7567","1/63 Smith Vista
Gregorymouth, NT, 5904",awu@example.org,+61.8.0284.9635,Danielle Bradshaw,2025-05-24 08:11:16.845001,2025-05-16 08:23:53.523797,2025-09-20 01:19:45.231169
108,"Harper, Mccormick and Holland",Individual,AUTO,327581.8668186568,Net 30,2025-01-15,ACTIVE,"297 Kristi Copse
Port Keith, ACT, 2658","67 Taylor Cross
Johnsonstad, SA, 2691",fgonzalez@example.net,(07)01219914,Catherine Nelson,2025-04-17 17:09:10.765997,2024-11-04 02:35:33.631942,2025-09-20 17:20:04.948019
109,"Hughes, King and York",Individual,TECH,36649.15044683174,Prepaid,2023-01-01,ACTIVE,"Unit 26 69 Jonathan Outlook
Sellersburgh, QLD, 4520","1 Dixon Mew
Ninaberg, TAS, 0204",benjamindebra@example.net,+61.499.525.359,Nicole Leblanc,2025-01-07 18:32:51.683374,2024-12-25 19:01:52.844652,2025-09-20 05:25:44.552358
110,Cook PLC,SME,F&B,285984.82329988555,COD,2024-07-11,ACTIVE,"2 Barbara Fairway
East Rodneyborough, QLD, 2658","Suite 036 0 Steele Circlet
Jenniferstad, ACT, 2656",kingmichelle@example.net,(03)01965497,Natalie Higgins,2023-12-03 23:11:19.728865,2024-10-15 20:12:54.417860,2025-09-20 12:36:04.294697
111,Ponce-Hale,Enterprise,TECH,369303.03417199146,Net 30,2025-06-20,ACTIVE,"Suite 347 1 Pamela Alleyway
Riveramouth, NSW, 2954","09 Perez Copse
North Lisa, VIC, 2987",david96@example.org,5944-5991,Cesar Berry,2023-08-05 17:56:03.923619,2024-10-07 14:08:27.489687,2025-09-20 12:44:54.157871
112,Collins Group,Enterprise,AUTO,343687.8351755811,Prepaid,2024-07-03,ACTIVE,"07 Graham Terrace
South Andreabury, NSW, 2006","405/242 Heather Mall
Jeffreybury, NT, 3617",kmichael@example.com,(07) 2102 0388,Lisa Garner,2023-09-10 07:59:37.567135,2025-09-18 05:52:20.321189,2025-09-20 00:23:25.059397
113,Santiago Ltd,Individual,MFG,209316.6804074708,Prepaid,2023-09-15,ACTIVE,"226 Robin Point
Mcdonaldborough, QLD, 2368","Flat 38 573 Darrell Lane
Mathewsside, VIC, 2925",jessicalopez@example.com,+61.470.713.604,Teresa Gordon MD,2024-06-29 10:16:52.269066,2025-09-05 13:19:24.975570,2025-09-20 11:46:18.665391
114,Lucas Group,SME,TECH,98386.00520098057,Net 15,2025-06-16,ACTIVE,"47/703 Williams Lane
Lake Christinaburgh, SA, 2624","Suite 615 070 Wade Port
Lake Tamaraburgh, TAS, 2186",gabrielle43@example.com,02 2100 4687,Terry Alexander,2022-12-11 19:23:19.478694,2025-01-16 00:14:57.631473,2025-09-20 08:28:41.004300
115,White-Lewis,Enterprise,RETAIL,82049.68709225106,Net 15,2022-10-09,ACTIVE,"7 Luna Concourse
Nelsonchester, WA, 2978","Level 1 359 Rios Glen
Carlsonfurt, QLD, 2946",pbarnes@example.com,+61 475 210 084,Bryan Harris,2025-07-18 12:51:17.486665,2025-09-02 12:25:56.521441,2025-09-20 04:36:51.251568
116,Cooke and Sons,Enterprise,MFG,213621.43374837443,Net 15,2024-03-05,ACTIVE,"6/590 Greer Amble
South Jasmineborough, TAS, 0964","25 Brown Causeway
Mcbrideshire, WA, 2971",tmendoza@example.com,0465-425-568,Lisa Gonzalez,2024-01-01 02:45:30.041660,2024-11-27 13:43:28.724582,2025-09-20 00:46:18.387567
117,Romero PLC,Enterprise,AUTO,119778.11751234495,Net 15,2025-04-02,ACTIVE,"97 Edwards Plaza
East Alexandra, QLD, 6979","Level 9 31 Shawn Dell
Kathyview, TAS, 8019",lsoto@example.com,+61 3 2290 5441,Robert Thomas,2022-11-15 08:03:14.928951,2024-09-29 14:33:58.405551,2025-09-20 08:00:56.339673
118,Stanley PLC,Enterprise,F&B,19276.93407172532,Prepaid,2025-05-15,ACTIVE,"98 Johnson Upper
Lisatown, SA, 7326","Suite 134 16 Vega Brow
Edgarchester, TAS, 2692",afletcher@example.org,+61.2.0567.3929,Julie Potter,2023-04-03 02:02:04.080108,2025-04-17 17:11:01.131018,2025-09-20 18:03:45.768932
119,White Ltd,Individual,TECH,73295.02158430878,Prepaid,2023-11-06,ACTIVE,"Unit 22 3 Barry Chase
East Eric, NSW, 2559","4 Williams Strip
North Danielhaven, NSW, 2649",jamieanderson@example.net,08.9070.6487,Ashley Stone,2023-02-19 06:27:25.614019,2025-06-23 20:31:48.522477,2025-09-19 21:41:51.247103
120,Griffith Inc,Enterprise,TECH,220532.43992929746,Prepaid,2025-02-22,ACTIVE,"Unit 40 127 Figueroa Crest
South Lisa, SA, 2920","8 Williams Ridge
Johnport, NSW, 2626",lisagallegos@example.org,03 5838 9517,Kylie Hansen,2024-01-01 22:55:02.333256,2025-05-31 11:15:16.888428,2025-09-20 17:58:27.553496
121,Montes PLC,SME,HEALTH,106646.56175964561,Net 30,2024-09-30,ACTIVE,"2 Sanders Pass
Brownhaven, NT, 2623","Unit 00 0 Robertson Roads
Lake Melissahaven, ACT, 4140",daniellebutler@example.com,(03)04770048,Diana Carrillo,2025-08-28 08:27:14.260960,2025-07-04 20:33:10.413454,2025-09-19 18:57:01.671878
122,Young-Allen,Individual,AUTO,120339.4483524186,COD,2024-12-18,ACTIVE,"Apt. 584 680 Terry Turn
New Barbara, TAS, 2994","05 Angela Upper
North Matthewbury, TAS, 8699",morrisonpaul@example.com,02.7627.3255,Debra Hood,2023-09-18 15:36:11.192207,2024-12-22 03:39:39.939529,2025-09-20 01:05:16.188042
123,Richardson PLC,Individual,TECH,361631.2519266263,Prepaid,2025-01-26,ACTIVE,"05/6 Hanson Ring
Leeside, QLD, 1972","311 Miles Ring
Robertberg, NSW, 2644",cindy85@example.org,03.7438.3262,Micheal Williams,2024-11-09 02:49:05.616216,2024-11-04 23:48:07.677531,2025-09-20 03:18:31.054692
124,Strickland-Shaw,SME,HEALTH,39672.14424120795,Prepaid,2024-02-08,ACTIVE,"Flat 08 926 Patrick Concourse
East Robertstad, TAS, 2618","42/1 Janice Triangle
Ashleeborough, VIC, 2640",jessica56@example.org,07 0634 8373,Stephanie Cook,2024-03-14 05:24:07.967983,2024-10-25 21:48:23.318761,2025-09-20 09:45:21.172217
125,Solis and Sons,SME,HEALTH,7185.820206798016,Net 15,2023-03-16,ACTIVE,"786/55 Bell Crossroad
Thomasview, ACT, 1068","Level 9 5 Melanie Line
West Aaronbury, NSW, 2765",ystevenson@example.org,+61.423.014.646,Morgan Francis,2024-07-05 11:21:22.706204,2025-04-26 09:21:07.781486,2025-09-20 06:45:15.665285
126,Sawyer-Spencer,Enterprise,HEALTH,217912.5720289933,Prepaid,2022-11-16,ACTIVE,"82/05 Robert Hill
Markberg, NT, 2744","1/65 Jefferson Quadrant
South Andrewshire, TAS, 2243",brandy52@example.com,+61703809541,Mark Lewis,2023-03-11 22:22:56.850683,2025-07-14 22:56:11.772518,2025-09-20 04:39:57.829552
127,Mitchell and Sons,Individual,AUTO,67532.90365642052,COD,2025-04-04,ACTIVE,"Level 0 338 Barr Motorway
South Maryfort, ACT, 2370","Flat 64 08 Thomas Triangle
Jamesberg, NT, 2680",fuenteszachary@example.org,0452-039-710,Amy Ho,2023-11-06 10:23:47.788243,2025-01-20 00:44:35.159490,2025-09-20 15:10:57.484824
128,Guerra Inc,Individual,RETAIL,163399.46684285364,Net 30,2025-06-08,ACTIVE,"Unit 09 42 William Mall
West Brandonmouth, ACT, 4983","87 Scott Cul-de-sac
Garciaborough, TAS, 2977",taraellis@example.com,04433050,Rebecca Hampton,2023-08-18 08:05:51.268797,2025-07-03 12:03:58.350605,2025-09-20 10:13:43.099803
129,Wilkerson-Arias,Individual,TECH,6993.34450255214,Prepaid,2023-05-21,ACTIVE,"Flat 34 9 Brandy Mount
St. Candaceshire, WA, 2624","18/0 Wyatt Deviation
New Nicole, ACT, 8354",xjones@example.org,0480.993.409,Caitlin Smith,2025-04-16 05:27:56.559249,2024-09-21 10:28:40.690933,2025-09-20 13:41:09.228092
130,Young-Vang,Individual,HEALTH,42987.557606621296,Net 15,2023-11-28,ACTIVE,"4 Jason Line
Alishaport, TAS, 2173","7 Cunningham Quadrangle
West Alexisfurt, TAS, 2989",cunninghamomar@example.org,+61-2-0876-8486,Heidi King,2025-06-03 16:31:59.317969,2024-11-15 03:12:48.047428,2025-09-19 20:11:36.623531
131,Combs Ltd,SME,HEALTH,181776.36878084033,Prepaid,2022-10-20,ACTIVE,"4/0 Jimenez Siding
New Erica, TAS, 6802","96 Stephanie Nook
West John, QLD, 2427",christina93@example.org,(07)84225277,Kathy Price,2024-11-27 15:12:46.132500,2025-06-19 20:03:40.892777,2025-09-20 09:41:38.189788
132,Mitchell Group,Enterprise,AUTO,149510.91215793282,Prepaid,2023-02-27,ACTIVE,"944 Debra Bend
East Michael, NT, 2958","18 Chloe Rosebowl
Tammyfort, ACT, 2642",stephanie78@example.net,+61 7 7556 4429,Gerald Hayes,2023-01-05 14:44:59.001146,2025-05-22 16:50:57.843108,2025-09-20 16:47:08.179469
133,"Harrison, Gilbert and Bullock",SME,AUTO,91388.80454670529,Net 30,2023-02-19,ACTIVE,"34 Billy Centreway
Ortegafort, SA, 4675","71 Robert Right Of Way
Michaeltown, NT, 2989",pruittwilliam@example.org,08-7501-9325,Joseph Ortiz,2024-02-10 23:59:16.446289,2025-04-30 15:04:41.767574,2025-09-19 19:33:23.835094
134,Dunn Ltd,Enterprise,AUTO,367009.5642288094,Net 15,2023-05-14,ACTIVE,"4 William Mews
Victoriahaven, NT, 2660","3/34 Virginia Slope
Heatherland, ACT, 2672",mcarroll@example.org,08 7494 2221,Emily Peterson,2024-05-08 05:01:29.658756,2025-03-28 19:40:40.924215,2025-09-20 13:44:46.337477
135,Young-Martinez,Individual,TECH,224242.5399059134,Net 15,2023-12-27,ACTIVE,"84/962 Deborah Edge
Port Anthony, TAS, 9694","6 Burch Rise
Port Robertfort, SA, 2917",justingoodman@example.com,+61-8-0952-3814,Nicole Petersen,2024-09-10 06:06:14.378732,2024-12-15 04:37:36.989577,2025-09-20 17:00:10.534242
136,"Bryant, Rodriguez and Stein",Individual,MFG,39308.417471093904,Net 30,2024-08-20,ACTIVE,"74/3 Melinda Parade
North Patrick, NT, 6315","1 Dorothy Brae
Aaronbury, SA, 2697",millerbrandon@example.com,+61 487 142 035,Rose Mercer,2025-04-08 11:47:37.762003,2025-09-01 23:38:37.910966,2025-09-20 09:11:01.055882
137,"Andrews, Higgins and Carter",Individual,TECH,194238.7241705716,Prepaid,2022-10-08,ACTIVE,"88 Kenneth Court
Morrowmouth, SA, 0298","Apt. 187 79 Newman Cutting
Douglasmouth, QLD, 6392",angelcameron@example.org,+61.8.7931.2404,Christina Barron DDS,2024-04-16 00:02:05.590442,2025-05-06 21:32:56.678946,2025-09-20 03:11:59.794111
138,"Butler, Beck and Miller",Individual,TECH,281974.1094298208,Net 15,2023-10-11,ACTIVE,"Suite 327 2 Desiree Close
Webershire, ACT, 2632","Suite 577 27 King Park
Brandonville, TAS, 2651",morgangarrett@example.com,0438.636.231,Christopher Foster,2024-12-06 05:30:44.194581,2024-11-21 10:57:58.784889,2025-09-19 20:52:00.586563
139,"Stephens, Hartman and Romero",Individual,TECH,2838.712412541975,Net 30,2022-12-03,ACTIVE,"Apt. 065 87 Emily Ride
Lisamouth, TAS, 2717","Level 6 363 Brandi Little
Weaverhaven, SA, 2650",jacqueline12@example.net,+61753373477,Anthony Davis,2024-05-01 16:13:24.311893,2025-06-16 04:31:04.658545,2025-09-20 17:26:02.756898
140,Reid LLC,Enterprise,TECH,11145.455870431817,Net 30,2025-05-04,ACTIVE,"539/1 Megan Viaduct
St. Willie, TAS, 6157","983/89 West Piazza
Port Barbarabury, NT, 8532",tinajohnson@example.org,+61-463-065-858,Emily Hart,2024-11-01 09:16:15.068129,2024-12-18 14:29:53.924503,2025-09-20 17:19:57.676964
141,Cooper Ltd,SME,RETAIL,286601.42828197416,Net 30,2022-10-07,ACTIVE,"896/683 Pierce Parade
Harristown, NT, 2076","46 Melissa Track
Vargasport, VIC, 2617",jamesclarke@example.org,08 6546 9915,Patricia Thomas,2023-11-21 13:57:58.072215,2025-02-06 12:53:25.744692,2025-09-20 17:11:22.571463
142,"Moss, Cook and Williams",Individual,TECH,106624.95782765579,COD,2023-01-11,ACTIVE,"961 Danny Run
Lake Joannaside, NSW, 2639","Unit 61 959 Deleon Green
East Danny, TAS, 2612",jill23@example.org,+61.489.730.378,Brenda Mcdonald,2025-08-09 21:17:58.654235,2025-02-28 15:08:29.876691,2025-09-19 20:54:33.938922
143,Greer Ltd,Enterprise,HEALTH,181328.38351518585,Net 15,2025-02-27,ACTIVE,"2 Deborah Pocket
Port Paulton, NSW, 2279","Apt. 194 37 Duncan Corner
Leonardhaven, VIC, 2964",carlos13@example.net,(02).4429.8368,Kevin Armstrong,2024-09-02 01:06:34.110720,2025-07-24 04:13:28.188534,2025-09-20 10:40:18.672177
144,"White, Taylor and Baldwin",SME,HEALTH,119254.02856381043,Net 15,2024-10-21,ACTIVE,"29 Paul Rosebowl
South Joshua, VIC, 2939","Flat 78 2 Andrew Retreat
North Kristinaville, SA, 2658",ehines@example.org,+61.8.1907.5056,Ethan Mayo,2024-05-24 23:24:50.661620,2025-04-26 19:01:40.274987,2025-09-20 05:06:59.952871
145,Williams and Sons,SME,HEALTH,129289.5211881504,Net 15,2022-10-30,ACTIVE,"506 Murphy Quadrangle
Atkinsbury, QLD, 2955","Apt. 625 575 Rodriguez Riviera
Port Seantown, ACT, 1458",cguzman@example.net,1555.1074,Ruth Scott,2023-01-12 07:12:06.412539,2025-04-16 02:26:35.622295,2025-09-20 18:07:01.259076
146,Robertson-Hays,Enterprise,F&B,372612.1022713522,Prepaid,2023-08-31,ACTIVE,"73 Katie Stairs
East Marcus, TAS, 0905","22 Hodge Slope
Nancyshire, VIC, 2605",cprice@example.net,+61 481 886 961,Joseph Walton,2023-12-11 10:13:46.213765,2025-02-02 21:50:34.487831,2025-09-20 14:04:19.247965
147,"Lee, Kelly and Norman",SME,AUTO,100424.43179781888,Net 15,2023-06-24,ACTIVE,"21 Williamson Street
New Jennifer, SA, 2704","Unit 05 719 Moore Ground
West Deniseview, QLD, 2695",johnsmith@example.net,5889.0171,Jessica Shaffer,2023-03-06 15:28:13.484041,2025-08-03 04:41:14.817990,2025-09-19 23:05:03.988920
148,Lloyd Group,Individual,TECH,312577.2406800991,Net 30,2023-09-18,ACTIVE,"141 Barron Boulevard
West Sharonmouth, ACT, 2666","5/7 Jimenez Drive
Rebeccaberg, VIC, 2958",ian96@example.com,0472 970 126,Tyrone Hernandez,2025-08-09 16:44:02.802875,2025-09-15 15:44:40.286417,2025-09-20 15:27:53.624744
